AcidRed871_0gL,L-Cysteine-100gL,MethyleneB_250mgL,NaCl-3M,NaOH-1M,P10-MIX1,PVP-1wt,RhodamineB1_0gL,SDS-1wt,Sodiumsilicate-1wt,Target
0.0,1.7479297,0.0,0.26896632,0.0,4.615,0.0,0.0,0.0,2.4913824,11.42252996
0.0,0.48757938,0.0,0.0,0.0,4.98,0.0,0.0,0.0,3.9862118,11.10604551
0.0,2.4838996,0.0,0.4931048,0.74086404,4.385,0.0,0.0,0.0,0.4783459,13.85786928
0.0,0.24838872,0.0,0.0,0.0,4.575,0.0,0.0,0.0,4.23535,6.769879611
0.0,1.2235519,0.0,0.0,0.0,2.4,0.0,0.0,0.0,3.4879353,10.35093061
0.0,1.5363386,0.0,0.0,0.0,3.45,0.0,0.0,0.0,3.2387972,11.53450108
0.0,0.9935602,0.0,0.0,0.0,3.075,0.0,0.0,0.0,3.7370737,12.468774
0.0,0.75436956,0.0,0.0,0.0,3.355,0.0,0.0,0.0,3.7470393,12.13639297
0.0,1.7387298,0.0,0.2600006,0.9711316,4.855,0.0,0.0,0.0,1.7240361,17.63328627
0.0,1.7387298,0.0,0.0,0.7308503,4.8,0.0,0.0,0.0,1.7439677,17.06869442
0.0,2.4747014,0.0,0.0,0.74086213,2.395,0.0,0.0,0.0,1.4848636,14.23799672
0.0,0.9659606,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.507866,10.40985688
0.0,2.732291,0.0,0.0,1.7420285,3.73,0.0,0.0,0.0,0.0,15.50104449
0.0,0.2299908,0.0,0.5020697,0.0,3.79,0.0,0.0,0.0,3.9862118,10.39168549
0.0,0.48757938,0.0,0.0,0.0,4.975,0.0,0.0,0.0,0.0,3.596632477
0.0,0.50597906,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,3.298549262
0.0,1.9963211,0.0,0.0,0.72083837,5.27,0.0,0.0,0.0,1.7539334,14.80017461
0.0,1.4903402,0.0,0.0,0.74086213,3.565,0.0,0.0,0.0,2.2322783,14.18674107
0.0,2.226312,0.0,0.0,0.7308503,4.995,0.0,0.0,0.0,1.4748979,15.31963468
0.0,2.2447097,0.0,0.0,0.7308503,5.0,0.0,0.0,0.0,1.2357254,15.03969829
0.0,1.2235509,0.0,0.0,0.72083837,4.57,0.0,0.0,0.0,2.7405207,15.68076201
0.0,0.73596984,0.0,0.0,0.23026758,4.085,0.0,0.0,0.0,3.5078669,13.84943387
0.0,1.7571304,0.0,0.2420691,0.74086213,3.56,0.0,0.0,0.0,0.22920766,13.66593823
0.0,0.717571,0.0,0.0,0.0,2.35,0.0,0.0,0.0,3.7470384,10.88684876
0.0,1.4811413,0.0,0.0,0.72083837,3.325,0.0,0.0,0.0,1.9931059,15.03778551
0.0,2.4931011,0.0,0.25103486,0.9811416,4.98,0.0,0.0,0.0,1.0065187,18.26545291
0.0,0.9935602,0.0,0.0,0.0,3.36,0.0,0.0,0.0,3.7370737,13.48852948
0.0,0.98436034,0.0,0.0,0.0,2.17,0.0,0.0,0.0,3.2288322,11.07046971
0.0,1.4719415,0.0,0.0,0.0,1.97,0.0,0.0,0.0,2.9996245,10.88461391
0.0,0.9659615,0.0,0.0,0.24027947,2.07,0.0,0.0,0.0,2.501347,12.04471335
0.0,0.46918145,0.0,0.0,0.0,5.035,0.0,0.0,0.0,0.0,3.85009051
0.0,0.48757938,0.0,0.0,0.0,5.09,0.0,0.0,0.0,0.0,3.230588951
0.0,1.9963202,0.0,0.0,1.7320166,4.645,0.0,0.0,0.0,0.76734525,14.95722782
0.0,1.9779205,0.0,0.0,1.2414448,4.765,0.0,0.0,0.0,0.98658717,15.48438925
0.0,1.9779205,0.0,0.0,1.4817252,4.555,0.0,0.0,0.0,0.73744893,16.59766968
0.0,1.9871204,0.0,0.0,1.5317827,4.775,0.0,0.0,0.0,0.99655294,17.21340736
0.0,1.9871204,0.0,0.0,2.7532048,4.38,0.0,0.0,0.0,0.0,17.2030074
0.0,1.9871204,0.0,0.0,1.4717125,2.945,0.0,0.0,0.0,0.73744893,14.96775702
0.0,2.9898803,0.0,0.0,0.23026758,2.97,0.0,0.0,0.0,1.514761,12.16013188
0.0,2.217111,0.0,0.0,1.9923189,4.405,0.0,0.0,0.0,0.0,16.16797947
0.0,1.9963202,0.0,0.0,2.4728787,1.765,0.0,0.0,0.0,0.0,10.99926413
0.0,1.4995401,0.0,0.25103486,2.4828906,4.61,0.0,0.0,0.0,0.0,15.91746153
0.0,1.2511497,0.0,0.0,0.22025761,3.38,0.0,0.0,0.0,2.9896588,14.15328595
0.0,2.7414908,0.0,0.0,0.24027947,2.18,0.0,0.0,0.0,1.4948294,11.15473561
0.0,0.4967792,0.0,0.2510357,0.26030323,2.22,0.0,0.0,0.0,1.2456912,10.62650534
0.0,0.48758024,0.0,0.2510357,0.5406302,4.055,0.0,0.0,0.0,3.0095894,12.39884339
0.0,0.50597906,0.0,0.0,0.0,5.305,0.0,0.0,0.0,0.0,3.424353678
0.0,0.62557524,0.0,0.0,0.0,4.93,0.0,0.0,0.0,0.0,3.399084447
0.0,2.0331187,0.0,0.0,1.4817243,4.635,0.0,0.0,0.0,0.97662145,16.50184933
0.0,3.008279,0.0,0.2600006,0.46053708,3.795,0.25645602,0.0,0.0,0.0,9.677997859
0.0,1.9779205,0.0,0.0,2.4828906,4.91,0.0,0.0,0.0,0.23917247,18.17547594
0.0,2.2355099,0.0,0.0,1.7220048,4.705,0.0,0.0,0.0,0.50824225,17.10519346
0.0,1.7571295,0.0,0.0,2.2225883,4.13,0.0,0.0,0.0,0.23917247,16.91217083
0.0,2.014719,0.0,0.0,1.2314339,4.765,0.0,0.0,0.0,0.98658717,16.80315379
0.0,2.2539105,0.0,0.0,1.972296,4.56,0.0,0.0,0.0,0.22920766,17.95086497
0.0,2.7230918,0.0,0.51103544,1.0011654,3.96,0.0,0.0,0.0,0.0,13.45136143
0.0,1.2511497,0.0,0.2420691,0.9711297,3.96,0.25645602,0.0,0.0,0.51820797,12.29977389
0.0,1.7295309,0.0,0.0,2.2225873,2.59,0.0,0.0,0.0,0.7374499,14.40973971
0.0,1.2419498,0.0,0.0,1.7320166,4.99,0.0,0.0,0.0,1.2357254,15.35793185
0.0,2.5022993,0.0,0.0,2.2426102,4.6,0.0,0.0,0.0,0.0,17.83253906
0.0,1.7479306,0.0,0.0,2.733182,4.395,0.0,0.0,0.0,0.0,18.20378261
0.0,0.47837952,0.0,0.0,0.0,4.985,0.0,0.0,0.0,0.0,3.243006211
0.0,0.48758113,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,2.965063883
0.0,3.4682617,0.0,0.0,1.2414448,4.59,0.0,0.0,0.0,0.0,14.63704315
0.0,1.9871204,0.0,0.0,1.2314329,4.785,0.0,0.0,0.0,0.99655294,16.81964758
0.0,2.2355099,0.0,0.0,1.7220048,4.58,0.0,0.0,0.0,0.49827647,17.4823291
0.0,2.226311,0.0,0.0,1.7320156,2.39,0.0,0.0,0.0,0.5082413,13.24997173
0.0,1.9963202,0.0,0.0,1.4817243,4.78,0.0,0.0,0.0,0.72748417,17.5630435
0.0,1.9963202,0.0,0.0,1.2214221,4.8,0.0,0.0,0.0,0.7274832,16.95602071
0.0,1.00276,0.0,0.0,0.0,3.425,0.0,0.0,0.0,3.2487628,11.51453921
0.0,3.24747,0.0,0.0,0.0,4.835,0.0,0.0,0.0,1.2357264,9.149199212
0.0,1.7295309,0.0,0.0,2.9834723,3.535,0.0,0.0,0.0,0.0,14.09682888
0.0,2.9990802,0.0,0.2600006,1.2214221,3.615,0.0,0.0,0.0,0.0,15.84868121
0.0,1.4995401,0.0,0.0,0.0,3.49,0.0,0.0,0.0,2.9996245,12.14829144
0.0,2.226311,0.0,0.2600006,0.75087404,4.24,0.0,0.0,0.0,0.99655294,15.96699676
0.0,2.4747007,0.0,0.0,1.511761,2.385,0.0,0.0,0.0,0.49827647,14.96464734
0.0,1.9963202,0.0,0.0,1.2614677,5.015,0.0,0.0,0.0,0.7474147,17.07591067
0.0,1.9779205,0.0,0.2420691,0.0,3.88,0.48213762,0.0,0.0,0.0,4.167450382
0.0,1.9871204,0.0,0.0,1.2013973,5.04,0.0,0.0,0.0,0.9666566,17.96476109
0.0,2.4839005,0.0,0.0,1.4917362,4.47,0.0,0.0,0.0,0.49827647,17.16532101
0.0,2.9990802,0.0,0.0,0.0,4.635,0.0,0.0,0.0,1.4948294,10.63749095
0.0,1.4903402,0.0,0.0,1.7320156,3.585,0.0,0.0,0.0,1.0164835,17.75269976
0.0,1.9871204,0.0,0.0,1.511759,3.87,0.0,0.0,0.0,0.7474147,19.01888678
0.0,3.2566698,0.0,0.26896548,0.9911525,4.415,0.0,0.0,0.0,0.0,16.12832879
0.0,0.23919064,0.0,1.013106,0.0,2.715,0.0,0.0,0.0,3.5078669,4.106714864
0.0,1.9687215,0.0,0.0,2.2225873,4.6,0.0,0.0,0.0,0.0,19.96387333
0.0,2.226311,0.0,0.0,2.2125754,3.655,0.0,0.0,0.0,0.0,19.63117229
0.0,0.7451697,0.0,0.0,0.4805599,4.49,0.0,0.0,0.0,3.497901,15.88119703
0.0,2.0055192,0.0,0.0,2.4828897,3.835,0.0,0.0,0.0,0.0,19.71613985
0.0,3.2290702,0.0,0.0,1.2314329,4.49,0.0,0.0,0.0,0.0,18.85296122
0.0,0.4783804,0.0,0.0,0.0,4.885,0.0,0.0,0.0,0.0,3.968720941
0.0,0.48758024,0.0,0.0,0.0,4.895,0.0,0.0,0.0,0.0,3.569393579
0.0,2.732291,0.0,0.0,1.7320156,3.75,0.0,0.0,0.0,0.0,14.47056511
0.0,1.9779214,0.0,0.0,1.7220048,4.635,0.0,0.0,0.0,0.49827647,18.88186491
0.0,1.9871204,0.0,0.0,1.4617025,4.785,0.0,0.0,0.0,0.7474147,18.86648563
0.0,1.4995393,0.0,0.0,2.4929025,4.59,0.0,0.0,0.0,0.0,17.50245862
0.0,2.2355108,0.0,0.2420691,1.7220048,4.37,0.0,0.0,0.0,0.24913824,18.71595517
0.0,2.7138913,0.0,0.0,1.4917362,4.37,0.0,0.0,0.0,0.0,16.91732672
0.0,2.0055192,0.0,0.0,1.4717144,4.56,0.0,0.0,0.0,0.49827647,18.83088873
0.0,2.2355108,0.0,0.0,2.2125764,2.83,0.0,0.0,0.0,0.0,15.57734009
0.0,1.011959,0.0,0.0,0.4805599,3.59,0.24619853,0.0,0.0,1.4948294,11.00412153
0.0,3.23827,0.0,0.0,1.4717134,4.365,0.0,0.0,0.0,0.0,18.01081873
0.0,0.75436956,0.0,0.0,1.7320166,2.815,0.0,0.0,0.0,0.24913824,4.478700074
0.0,3.4774616,0.0,0.0,0.9611188,4.99,0.0,0.0,0.0,0.0,16.65449889
0.0,0.9935602,0.0,0.26896632,2.4628668,3.39,0.0,0.0,0.0,0.0,5.19918197
0.0,3.24747,0.0,0.0,0.22025569,4.62,0.0,0.0,0.0,0.99655294,15.3701511
0.0,0.4967801,0.0,0.0,0.0,5.06,0.0,0.0,0.0,0.0,3.791169058
0.0,0.48758024,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,3.556804762
0.0,2.2355108,0.0,0.0,1.4717125,4.375,0.0,0.0,0.0,0.25910398,15.30402892
0.0,2.0423186,0.0,0.0,2.0123427,3.845,0.0,0.0,0.0,0.23917247,15.72778291
0.0,2.2447107,0.0,0.0,1.4817252,4.6,0.0,0.0,0.0,0.48831072,17.7046151
0.0,2.2539105,0.0,0.0,1.7320166,4.395,0.0,0.0,0.0,0.21924192,16.65196558
0.0,2.2355108,0.0,0.0,1.7420275,4.015,0.0,0.0,0.0,0.51820797,17.28181657
0.0,2.2355108,0.0,0.0,1.7320166,3.97,0.0,0.0,0.0,0.23917247,17.10640153
0.0,2.217111,0.0,0.0,1.2214211,4.59,0.0,0.0,0.0,0.49827647,18.02321395
0.0,0.7451697,0.0,0.0,0.0,4.835,0.0,0.0,0.0,3.7370737,12.59577837
0.0,1.7295309,0.0,0.0,1.7420275,3.385,0.23593907,0.0,0.0,0.24913824,12.67243765
0.0,2.74149,0.0,0.0,1.972296,4.405,0.0,0.0,0.0,0.0,17.9643743
0.0,1.9963202,0.0,0.0,1.9622842,4.015,0.0,0.0,0.0,0.24913824,19.91651608
0.0,1.9963202,0.0,0.0,2.272645,3.205,0.0,0.0,0.0,0.0,17.1593212
0.0,0.73597074,0.0,0.0,1.2314329,2.705,0.0,0.0,0.0,0.49827647,10.82397666
0.0,1.9963202,0.0,0.0,1.7119929,4.12,0.0,0.0,0.0,0.48831072,20.36501166
0.0,0.48758024,0.0,0.0,0.0,4.985,0.0,0.0,0.0,0.0,3.572614387
0.0,0.4967801,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,3.19509452
0.0,0.9935602,0.0,0.0,0.21024476,2.4,0.0,0.0,0.0,0.23917247,8.720636826
0.0,2.2079113,0.0,0.0,1.7320156,4.135,0.0,0.0,0.0,0.48831168,16.84976128
0.0,1.9871204,0.0,0.0,2.0123417,3.735,0.0,0.0,0.0,0.24913824,17.48334676
0.0,1.9779214,0.0,0.0,1.9823079,4.015,0.0,0.0,0.0,0.50824225,16.77098778
0.0,2.2355108,0.0,0.0,1.7420266,4.29,0.0,0.0,0.0,0.24913824,17.92726151
0.0,2.9806805,0.0,0.2600006,1.2414448,2.905,0.0,0.0,0.0,0.0,13.36449874
0.0,2.2355108,0.0,0.0,1.7220048,4.465,0.0,0.0,0.0,0.48831072,19.07558621
0.0,1.7479306,0.0,0.0,1.7520385,2.23,0.0,0.0,0.0,0.73744893,14.57659338
0.0,3.2382708,0.0,0.0,1.2314339,2.77,0.0,0.0,0.0,0.23917343,15.54378944
0.0,0.7267709,0.0,0.0,1.7320156,4.11,0.0,0.0,0.0,1.7439677,5.083328068
0.0,0.98436123,0.0,0.0,0.0,4.545,0.0,0.0,0.0,3.4979,13.18091826
0.0,3.2382708,0.0,0.0,0.22025569,3.515,0.0,0.0,0.0,0.0,10.59026464
0.0,1.7571295,0.0,0.26896632,0.23026854,2.99,0.2667145,0.0,0.0,0.73744893,8.143772237
0.0,0.9751614,0.0,0.0,3.2637994,4.81,0.0,0.0,0.0,0.0,3.879903233
0.0,0.48758024,0.0,0.0,0.0,5.005,0.0,0.0,0.0,0.0,3.66481828
0.0,0.47838128,0.0,0.0,0.0,4.955,0.0,0.0,0.0,0.0,3.206434259
0.0,2.00552,0.0,0.0,2.0023317,3.745,0.0,0.0,0.0,0.0,15.32332879
0.0,2.00552,0.0,0.0,1.9823079,3.77,0.0,0.0,0.0,0.24913824,15.81498785
0.0,1.9779205,0.0,0.0,1.9923198,3.795,0.0,0.0,0.0,0.48831072,17.28358733
0.0,2.732291,0.0,0.0,1.7220048,4.995,0.0,0.0,0.0,0.0,16.56869655
0.0,0.73597074,0.0,0.0,0.0,3.315,0.0,0.0,0.0,3.9862118,11.30756826
0.0,0.7267718,0.0,0.0,0.47054705,2.805,0.0,0.0,0.0,3.2387972,12.75209068
0.0,2.014719,0.0,0.0,1.7220038,4.745,0.0,0.0,0.0,0.0,18.16870737
0.0,2.7230911,0.0,0.0,0.9811426,2.405,0.2667145,0.0,0.0,0.0,9.958619451
0.0,2.74149,0.0,0.0,1.2214221,4.575,0.0,0.0,0.0,0.49827647,17.97345209
0.0,2.4839005,0.0,0.0,1.4717134,5.03,0.0,0.0,0.0,0.0,17.71593237
0.0,1.9963202,0.0,0.0,1.972297,4.045,0.0,0.0,0.0,0.0,19.11763379
0.0,2.5023,0.0,0.0,1.2414448,4.65,0.0,0.0,0.0,0.48831168,18.01686087
0.0,0.23919064,0.0,0.0,0.0,2.78,0.0,0.0,0.0,4.494454,6.927039513
0.0,2.4839005,0.0,0.0,1.2214221,4.565,0.0,0.0,0.0,0.25910398,18.83350191
0.0,0.49678096,0.0,0.0,0.0,5.07,0.0,0.0,0.0,0.0,4.049752955
0.0,0.48758024,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,3.331138461
0.0,2.7414908,0.0,0.0,1.7220048,3.165,0.0,0.0,0.0,0.0,13.785186
0.0,2.22631,0.0,0.0,2.2325993,1.955,0.0,0.0,0.0,0.0,12.02000763
0.0,2.7414908,0.0,0.0,1.2314329,4.575,0.0,0.0,0.0,0.2890003,16.62373962
0.0,1.7387298,0.0,0.26896632,0.5206055,3.56,0.24619755,0.0,0.0,0.49827647,10.07364629
0.0,2.73229,0.0,0.0,1.2714795,5.21,0.0,0.0,0.0,0.4783459,17.3329773
0.0,3.229071,0.0,0.0,1.4817252,4.3,0.0,0.0,0.0,0.0,15.70335906
0.0,2.5023,0.0,0.0,1.972296,1.985,0.0,0.0,0.0,0.0,13.24546908
0.0,2.4931002,0.0,0.0,1.2414448,4.795,0.0,0.0,0.0,0.47834495,17.72840599
0.0,3.7442498,0.0,0.0,0.73085123,2.915,0.0,0.0,0.0,0.0,13.22061831
0.0,1.7387298,0.0,0.25103486,0.0,3.92,0.0,0.0,0.0,2.25221,13.82600039
0.0,2.00552,0.0,0.0,0.4905708,3.835,0.2667145,0.0,0.0,0.0,11.21595007
0.0,1.7479297,0.0,0.0,1.7420275,4.595,0.0,0.0,0.0,0.0,18.55029939
0.0,1.7479306,0.0,0.0,0.22025569,3.175,0.0,0.0,0.0,2.4913824,15.03159933
0.0,1.7203311,0.0,0.0,1.7320166,4.32,0.0,0.0,0.0,0.0,20.00551986
0.0,0.5335786,0.0,0.0,0.0,4.87,0.0,0.0,0.0,0.0,3.827164607
0.0,0.4783804,0.0,0.0,0.0,5.145,0.0,0.0,0.0,0.0,3.398386656
0.0,1.7387298,0.0,0.0,2.262635,4.43,0.0,0.0,0.0,0.0,16.8900794
0.0,2.7230911,0.0,0.0,1.2314339,4.745,0.0,0.0,0.0,0.48831072,15.89815906
0.0,2.7138913,0.0,0.0,0.9911535,4.54,0.0,0.0,0.0,0.50824225,15.82038706
0.0,2.74149,0.0,0.0,1.2314339,4.9,0.0,0.0,0.0,0.5082413,16.31749813
0.0,0.9935602,0.0,0.0,0.4905708,3.28,0.0,0.0,0.0,3.019556,14.08708725
0.0,2.732291,0.0,0.0,1.4717134,3.4,0.0,0.0,0.0,0.0,14.64081808
0.0,1.7479306,0.0,0.50207055,0.22025569,2.61,0.0,0.0,0.0,1.9931059,13.03498283
0.0,2.2447107,0.0,0.0,1.7620513,1.545,0.0,0.0,0.0,0.0,10.79953582
0.0,2.9990802,0.0,0.0,0.78090775,3.14,0.0,0.0,0.0,0.49827647,14.89615082
0.0,0.26678842,0.0,0.0,0.0,3.745,0.0,0.0,0.0,4.006143,8.84692626
0.0,2.732291,0.0,0.0,1.2514558,4.97,0.0,0.0,0.0,0.2890003,18.17936649
0.0,2.732291,0.0,0.0,0.0,1.42,0.0,0.0,0.0,1.2357254,6.100626675
0.0,0.53358036,0.0,0.0,0.0,3.405,0.0,0.0,0.0,4.006142,11.98580364
0.0,0.49678096,0.0,0.0,0.23026758,3.645,0.0,0.0,0.0,4.016109,12.57423903
0.0,0.4967801,0.0,0.0,0.0,5.04,0.0,0.0,0.0,0.0,3.493622705
0.0,0.48758113,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.254437526
0.0,2.2447107,0.24015106,0.0,1.4717125,3.155,0.0,0.0,0.0,0.24913824,2.159668978
0.0,2.73229,0.0,0.0,1.2114102,4.745,0.0,0.0,0.0,0.50824225,16.21530034
0.0,1.9871212,0.0,0.50207055,0.4805599,4.055,0.0,0.0,0.0,0.0,12.96069209
0.0,2.4655015,0.0,0.0,1.2214221,4.64,0.0,0.0,0.0,0.22920673,15.32835827
0.0,3.23827,0.0,0.0,1.0011663,2.425,0.0,0.0,0.0,0.0,11.56424765
0.0,2.2447097,0.0,0.2600006,1.972295,4.925,0.0,0.0,0.0,0.0,17.00118135
0.0,2.2447107,0.0,0.0,2.2225864,3.94,0.0,0.0,0.0,0.0,17.57367819
0.0,3.72585,0.0,0.0,0.74086213,3.385,0.0,0.0,0.0,0.0,12.5706509
0.0,0.98436034,0.0,0.0,0.22025761,2.61,0.0,0.0,0.0,2.9996245,12.38613787
0.0,2.9990802,0.0,0.0,1.2314329,3.76,0.0,0.0,0.0,0.0,15.60063281
0.0,1.5087391,0.0,0.0,2.733181,3.405,0.2256806,0.0,0.0,0.0,8.289634973
0.0,1.2051522,0.0,0.0,0.4905708,3.62,0.0,0.0,0.0,0.26906976,12.84843633
0.0,0.98436034,0.0,0.0,0.470548,3.38,0.0,0.0,0.0,2.9796932,15.6341959
0.0,1.011959,0.0,0.0,0.0,3.18,0.0,0.0,0.0,2.9996235,12.36499058
0.0,0.48758024,0.0,0.0,0.0,5.07,0.0,0.0,0.0,0.0,3.658299171
0.0,0.47837952,0.0,0.0,0.0,5.055,0.0,0.0,0.0,0.0,3.212278324
0.0,1.7663294,0.0,0.0,2.2225873,4.425,0.0,0.0,0.0,0.0,15.30538667
0.0,1.4995401,0.0,0.0,1.972295,2.98,0.23593907,0.0,0.0,0.0,12.32170077
0.0,2.7506897,0.0,0.0,1.2214221,4.615,0.0,0.0,0.0,0.46838015,16.90478875
0.0,2.2539105,0.0,0.0,1.2214211,4.74,0.0,0.0,0.0,0.23917247,15.73150123
0.0,2.732291,0.0,0.50207055,1.2314339,4.055,0.0,0.0,0.0,0.0,13.88704993
0.0,0.2483896,0.0,0.0,0.23026854,3.555,0.0,0.0,0.0,3.976247,7.165676826
0.0,1.7571295,0.0,0.0,2.7431939,3.765,0.0,0.0,0.0,0.0,18.13856221
0.0,3.7626488,0.0,0.0,0.0,3.235,0.0,0.0,0.0,0.97662145,8.549475652
0.0,2.9990802,0.0,0.0,0.4805599,4.14,0.0,0.0,0.0,0.7573805,14.8068525
0.0,1.7387298,0.0,0.0,1.9823079,4.01,0.0,0.0,0.0,0.73744893,18.93140087
0.0,1.9871204,0.0,0.25103486,1.4917371,2.79,0.22568157,0.0,0.0,0.0,11.27300711
0.0,2.4839005,0.0,0.0,1.2514567,4.62,0.0,0.0,0.0,0.0,15.75174231
0.0,1.4995401,0.0,0.0,0.0,4.17,0.0,0.0,0.0,2.9896588,12.96141619
0.0,0.48758113,0.0,0.0,0.48055893,4.08,0.0,0.0,0.0,2.9796932,11.51491178
0.0,0.48758024,0.0,0.0,0.0,5.01,0.0,0.0,0.0,0.0,3.560628301
0.0,0.4967801,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,3.296722549
0.0,1.7387308,0.0,0.0,1.4717125,4.32,0.0,0.0,0.0,0.0,14.05856753
0.0,1.7203311,0.0,0.0,1.4817243,4.57,0.0,0.0,0.0,0.0,15.38459606
0.0,1.9963202,0.0,0.0,1.2314339,4.795,0.0,0.0,0.0,0.0,14.63075266
0.0,1.9871204,0.0,0.0,2.2325993,4.405,0.0,0.0,0.0,0.0,16.5891412
0.0,1.0211588,0.0,0.2420691,0.22025761,2.35,0.0,0.0,0.0,2.25221,10.95706951
0.0,2.73229,0.0,0.0,1.7220057,4.325,0.0,0.0,0.0,0.0,15.07325044
0.0,2.9898803,0.0,0.0,1.2214221,4.985,0.0,0.0,0.0,0.24913824,16.42470005
0.0,2.4655015,0.0,0.0,1.7320166,4.64,0.25645602,0.0,0.0,0.0,12.93099941
0.2507447,1.4995401,0.0,0.0,1.4817243,3.56,0.0,0.0,0.0,0.47834495,6.833977828
0.0,1.9963202,0.0,0.0,1.4717134,2.745,0.0,0.0,0.0,1.0065178,16.92280884
0.0,1.5087391,0.0,0.0,0.47054896,3.135,0.0,0.0,0.0,2.2422442,14.18157923
0.0,1.9871204,0.0,0.26896632,1.7220038,2.76,0.0,0.0,0.0,0.0,14.35305588
0.26077473,1.00276,0.0,0.26896632,0.50058365,2.995,0.0,0.0,0.0,0.99655294,4.952964215
0.0,0.5519774,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,3.447673184
0.0,0.48757938,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0,3.02608552
0.0,1.2419498,0.0,0.0,0.5005827,3.315,0.0,0.0,0.0,2.2422442,12.6411222
0.0,0.7543704,0.0,0.0,0.4805599,3.485,0.0,0.0,0.0,3.2587276,13.31460012
0.0,2.7506897,0.0,0.0,1.4917371,2.795,0.0,0.0,0.0,0.25910398,13.40268588
0.0,0.7451706,0.0,0.0,0.4905708,3.985,0.0,0.0,0.0,1.7340028,13.42290468
0.0,2.732291,0.0,0.0,0.7208393,2.76,0.0,0.0,0.0,0.99655294,14.10106044
0.0,2.732291,0.0,0.0,1.7620504,3.185,0.0,0.0,0.0,0.0,14.94787946
0.0,2.0055192,0.0,0.0,2.4828897,3.97,0.0,0.0,0.0,0.0,18.09578471
0.0,2.4931002,0.0,0.0,2.2325993,2.985,0.0,0.0,0.0,0.0,16.54073859
0.0,2.2539105,0.0,0.0,1.2414448,4.59,0.0,0.0,0.0,0.50824225,17.44380712
0.0,3.4958603,0.0,0.0,1.2514567,3.715,0.0,0.0,0.0,0.0,15.97616839
0.0,3.23827,0.0,0.0,1.221423,4.68,0.0,0.0,0.0,0.0,16.37486078
0.0,2.732291,0.0,0.0,1.9923198,5.015,0.0,0.0,0.0,0.0,18.04060019
0.0,2.0239189,0.0,0.0,2.2325983,4.275,0.0,0.0,0.0,0.0,18.88744209
0.0,3.72585,0.0,0.0,1.0011654,3.145,0.0,0.0,0.0,0.0,15.19308633
0.0,0.48758024,0.0,0.0,0.0,4.925,0.0,0.0,0.0,0.0,3.354756607
0.0,0.48758024,0.0,0.0,0.0,4.96,0.0,0.0,0.0,0.0,3.108472221
0.0,1.7387298,0.0,0.0,1.5017481,4.215,0.0,0.0,0.0,0.49827647,15.3221371
0.0,1.9963202,0.0,0.0,1.4817243,4.375,0.0,0.0,0.0,0.5082413,15.64729397
0.0,2.2355108,0.0,0.0,1.2414458,4.625,0.0,0.0,0.0,0.7573805,15.91219166
0.0,1.9779205,0.0,0.0,1.221423,4.545,0.0,0.0,0.0,0.7474147,15.72848308
0.0,2.0055192,0.0,0.0,2.2325983,3.94,0.0,0.0,0.0,0.0,16.11625481
0.0,0.7451697,0.0,0.0,0.50058365,3.825,0.0,0.0,0.0,3.2587276,13.58905982
0.0,2.014719,0.0,0.0,1.2214221,4.61,0.0,0.0,0.0,0.48831072,17.65511222
0.0,1.4995401,0.0,0.0,1.2414439,2.84,0.25645602,0.0,0.0,0.49827647,9.972576594
0.0,2.2539096,0.0,0.0,1.7420275,3.735,0.0,0.0,0.0,0.0,16.62123345
0.0,1.9871204,0.0,0.2420691,1.4717125,3.755,0.0,0.0,0.0,0.99655294,18.00113791
0.0,0.98436123,0.0,0.0,0.23026758,2.885,0.0,0.0,0.0,3.2487628,13.60485435
0.0,1.7479306,0.0,0.0,1.4717134,4.89,0.0,0.0,0.0,0.48831072,17.84104414
0.0,1.4811404,0.0,0.0,0.46053612,3.335,0.0,0.0,0.0,2.25221,14.91921663
0.0,1.50874,0.0,0.0,0.48055893,3.185,0.0,0.0,0.0,2.0030715,15.63352188
0.0,0.4783804,0.0,0.0,0.0,4.895,0.0,0.0,0.0,0.0,3.254359088
0.0,0.48758113,0.0,0.0,0.0,4.875,0.0,0.0,0.0,0.0,3.086569666
0.0,2.9990811,0.0,0.0,0.24027947,3.1,0.0,0.0,0.0,0.7573805,10.38702212
0.0,3.9926405,0.0,0.0,0.52060646,4.41,0.0,0.0,0.0,0.0,12.20554804
0.0,1.7571295,0.0,0.0,2.2325983,4.34,0.0,0.0,0.0,0.24913824,17.81710144
0.0,3.4958603,0.0,0.0,0.9711297,3.55,0.0,0.0,0.0,0.0,12.73751089
0.0,0.75436956,0.0,0.0,0.4905708,3.73,0.0,0.0,0.0,3.2587276,13.22837477
0.0,1.9779205,0.0,0.0,2.2125764,4.585,0.0,0.0,0.0,0.0,17.21845701
