source_domain,target_domain,method,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,selected_patches,proposal_source,proposal_model
real_chemlex_train,real_chemlex_test,care_no_gate,7,86.87,71.80778,13.13,0,5,0,target_calibrated_prior,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_transfer,7,70.04,63.74,29.96,0,0,0,target_only:llm_raw,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,random,8,95.79,95.79,4.21,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,kernel_ucb,8,95.79,95.79,4.21,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_target_only,8,95.79,95.79,4.21,1,0,0,"role_transfer,target_calibrated_prior,value_prior",api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_bo,8,95.79,95.79,4.21,1,5,0,"llm_interaction_patch,target_calibrated_prior,value_prior",api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_transfer,8,95.79,95.79,4.21,1,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_no_gate,8,95.79,95.79,4.21,1,8,0,target_calibrated_prior,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_transfer,8,95.79,95.79,4.21,1,0,0,target_only:llm_raw,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,random,9,91.71,80.44778,8.29,1,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,kernel_ucb,9,77.23,77.23,22.77,0,0,0,,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_target_only,9,77.23,77.23,22.77,0,0,0,"llm_interaction_patch,value_prior",api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_bo,9,77.23,77.23,22.77,0,4,1,"llm_interaction_patch,target_calibrated_prior",api_target_only,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,llm_transfer,9,83.67,80.80778,16.33,0,8,0,role_transfer,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_no_gate,9,86.75,80.40333,13.25,0,8,0,target_calibrated_prior,api_source_transfer,openai/gpt-5.6-sol
real_chemlex_train,real_chemlex_test,care_transfer,9,77.23,77.23,22.77,0,0,0,target_only:llm_raw,api_source_transfer,openai/gpt-5.6-sol
